f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,genre_label,file_path
0.06295883,0.021012712,1410.0234,453.47455,1512.3047,380.82288,2765.9675,1194.8738,0.14278811,0.09589918,-173.81046,137.17355,-23.72303,26.979677,-16.67521,4.1947303,-12.571788,5.851669,-2.8769503,-1.1783808,-1.9682401,1.8011796,-3.0069501,-1.8669492,-0.7912434,-3.0062358,-0.4307297,-1.9965144,-0.7501042,-5.0069656,90.238914,32.90371,32.077187,22.257994,17.023214,12.6521225,12.268544,9.079922,10.4205675,8.102306,7.451989,7.6105366,9.677182,6.334441,7.0524044,7.9368515,7.553625,7.457188,6.868774,6.817335,blues,genres_original\blues\blues.00010.wav
0.043930586,0.043539777,1352.7427,715.50916,1756.8821,469.37894,2880.9111,1712.5841,0.06570574,0.04999327,-287.9319,124.01078,5.4674478,33.66307,1.0916538,14.703699,-4.8811417,8.668892,0.7843314,6.57608,-4.875816,-3.1767612,-5.538258,-6.779148,-2.6465135,-2.9903202,-3.3829944,-1.8589838,1.839186,-4.891355,77.015236,31.54355,17.38032,18.560553,21.005148,15.342257,12.228331,13.759414,12.193044,10.687589,9.683863,9.175842,8.1112795,7.7999268,7.4496536,7.38498,6.3115654,6.842933,6.087604,5.303801,blues,genres_original\blues\blues.00011.wav
0.06909501,0.048791006,1360.6855,507.0312,1567.2994,212.12167,2738.8303,976.2401,0.118989594,0.06368144,-207.2383,132.82741,-15.45408,60.980972,0.71902615,12.4613285,1.163385,-1.5329198,-17.89585,8.360363,-2.459651,-0.58463913,0.37226436,2.5984128,-5.186428,-9.53031,-9.2374735,-2.8471038,-1.4193835,-5.933353,67.64448,25.807415,30.581554,18.180555,17.718584,10.055081,10.389085,10.565761,9.817126,9.737115,11.817762,9.6303835,9.280759,7.3304453,6.7753825,8.321852,7.9727054,8.297415,10.6101055,9.563502,blues,genres_original\blues\blues.00012.wav
0.051401705,0.035431452,1324.5278,414.19424,1827.8501,279.88742,2711.4849,1037.4751,0.113129914,0.06475137,-209.80392,124.46476,10.309394,47.016357,6.478227,15.41512,-2.0159416,6.7262187,-21.543222,10.720835,-5.5328465,-2.1957276,-3.0491858,8.643512,-0.30701292,-0.63291776,-2.9335587,-1.7062991,-1.7673151,-7.755139,44.3695,23.279465,25.73227,12.182557,10.094635,12.090126,8.332613,8.718923,9.819252,9.7908325,9.521119,7.694036,7.23287,8.470863,8.282721,9.41167,9.868648,10.21017,9.424652,10.669385,blues,genres_original\blues\blues.00013.wav
0.045036677,0.039496467,1171.9674,383.75574,1705.3701,310.64407,2344.9875,936.5402,0.066998236,0.05207374,-305.66437,113.07102,12.107334,45.052197,17.734385,14.590071,4.147996,0.22631156,-7.021587,13.646477,8.91421,1.3037986,5.954979,8.547472,1.1196221,0.5982413,0.06084261,-3.7137508,-0.9935343,-1.8043832,90.51316,26.117973,38.245975,14.985571,15.774929,12.4327,12.554463,12.918808,9.87876,8.76354,9.488391,7.9179473,8.019832,8.718195,11.705481,8.229752,9.828313,8.103054,9.45377,10.653881,blues,genres_original\blues\blues.00014.wav
0.06370126,0.044056665,1420.4386,447.14023,1731.1769,285.15286,2930.2393,836.6005,0.0806058,0.05320368,-238.51962,120.10219,-4.2219477,42.294594,5.923822,13.911398,5.350524,1.8952675,-16.92809,12.343145,3.9388995,-1.396683,0.013027796,3.585257,-4.500639,-5.539846,-6.8845096,-4.824554,1.7439975,-1.8783106,66.17874,26.984787,31.285717,19.575136,17.283571,10.834489,10.93795,11.994965,9.477281,8.731137,9.03389,7.8044834,7.7824545,9.461182,10.094282,8.798617,9.673087,8.105582,8.847908,11.452185,blues,genres_original\blues\blues.00015.wav
0.06134406,0.03766694,1455.0726,390.25223,1826.0433,341.70248,3010.0105,1005.12164,0.081422575,0.05137807,-233.77281,120.66434,-3.1640925,39.514828,3.8315244,18.828156,-3.678738,4.425468,-14.964929,17.571478,1.8461249,2.5500884,-1.2302393,8.437056,-0.20024775,-3.8908293,-4.4561353,0.011000738,1.294804,-2.0984619,70.41757,23.701458,34.74571,19.920452,16.866493,12.50294,10.022331,10.560239,10.076125,10.110481,10.419307,8.156764,8.066139,8.058657,7.696169,8.836105,9.10827,9.274379,9.141261,10.040696,blues,genres_original\blues\blues.00016.wav
0.04832625,0.02907173,1089.0054,481.3241,1411.0016,264.12863,2135.4177,1039.989,0.09327623,0.046376355,-245.68721,140.48125,-2.7912185,60.404514,18.903513,9.828394,3.563824,0.52286255,-16.378489,6.6293535,7.2584243,-4.021235,1.601125,5.8965745,-3.0172145,-4.7756925,-3.0362885,-1.9979147,-0.04957164,-3.9618294,72.08507,28.287134,28.21038,18.997026,15.344066,9.991209,10.888111,9.659253,11.362887,10.258175,9.839573,8.445612,8.541871,8.86879,7.4840736,7.6395893,8.106486,8.056681,7.9330635,8.050929,blues,genres_original\blues\blues.00017.wav
0.05614177,0.04149946,1537.4913,439.49307,2053.9653,381.45563,3495.3318,1352.1476,0.07967066,0.054366868,-252.48178,104.94516,15.296443,42.68784,6.770452,21.611765,-1.3111784,5.6817455,-16.636873,12.16935,-1.9619533,1.9602653,-0.89822775,7.7623606,2.3758621,1.7791145,1.3305403,3.6150513,4.9065995,-2.6610513,53.611404,24.577627,25.728199,12.756242,9.637041,10.829065,8.571541,10.026284,11.207312,11.120345,7.2225337,8.047303,6.982861,8.456474,10.099732,9.646158,11.489924,13.500561,12.315386,9.822045,blues,genres_original\blues\blues.00018.wav
0.05888604,0.04240668,1195.4982,499.54056,1481.0226,216.51399,2235.6145,1099.0453,0.09761591,0.05076659,-236.67947,138.4056,-4.9304795,47.6545,5.1578503,8.887806,0.4874058,-3.788342,-14.984867,10.428946,-0.3413844,0.783359,1.7809838,4.2295594,-0.4747692,-6.104543,-5.394643,-1.344999,-3.725463,-4.37371,74.6769,23.157816,34.16023,17.642038,21.593693,9.574885,9.902548,12.609613,8.794789,10.222541,11.598304,8.970517,8.8266945,8.580073,7.956115,8.9846115,9.772812,9.623555,8.515971,8.181197,blues,genres_original\blues\blues.00019.wav
0.052586343,0.024823962,1390.3828,321.0658,1911.2184,297.80963,3006.1467,972.59033,0.07542555,0.049926225,-230.36378,127.07773,7.114696,39.767056,1.9217217,17.410606,-5.626918,8.2406645,-18.116043,13.844725,-3.7571108,2.579849,-4.3167143,6.797995,-6.167014,-6.2006335,-4.5018964,-1.8255954,-0.51590985,1.5071843,54.673214,19.94413,24.502907,13.266759,10.790005,10.008847,8.926415,8.336122,7.7557545,8.527019,8.459759,8.636519,7.911321,7.881946,7.79028,7.063155,7.2745056,8.571444,9.737559,8.593494,blues,genres_original\blues\blues.00020.wav
0.047907453,0.048283637,1046.7751,539.85693,1481.0558,265.13528,1831.2216,1161.1499,0.1010843,0.05684163,-264.67126,138.85434,11.16733,48.523926,14.904312,20.586437,3.2061763,1.2635797,-15.839373,15.975112,3.358218,-1.506641,1.8969209,6.3134995,-0.99598384,-2.4147837,-3.6791573,0.4992717,5.04406,-0.7863168,79.628624,31.645363,35.826588,19.268066,15.752654,11.402316,10.952874,10.218165,9.767083,9.236078,8.89637,8.48133,8.368644,8.27672,9.062742,9.461248,9.692512,10.918011,10.850754,12.185695,blues,genres_original\blues\blues.00021.wav
0.05856996,0.053553417,1155.8693,560.4933,1497.9368,243.08861,2169.6326,1153.8325,0.113379315,0.060724955,-233.96312,136.14453,3.306636,48.930626,8.705184,13.989511,5.3627157,0.4101891,-13.483557,16.860369,5.134752,-2.230727,3.9538214,5.3132124,0.807943,-1.1003901,-4.5396314,-2.4259493,3.324436,-0.6058455,80.64891,30.979477,34.102406,19.595058,17.453188,12.861147,10.272203,11.319863,12.328202,9.09573,10.69404,8.787573,8.124322,9.126705,10.050036,8.960067,8.866632,10.020284,10.923339,11.975029,blues,genres_original\blues\blues.00022.wav
0.05246701,0.032981582,1210.1414,363.09164,1497.6768,227.25566,2521.9827,781.05817,0.1019351,0.059650373,-227.2558,137.76518,-14.502317,63.57536,5.6017485,11.988769,1.8891488,-1.8709353,-7.618036,-2.451642,-2.8980217,-9.433825,-10.939208,3.563646,4.152738,0.09471209,-2.9802272,-1.3866448,7.5348935,-3.0437849,64.377014,22.520338,35.287315,14.525473,12.350949,9.674015,10.127279,9.341796,9.875039,9.880967,10.205561,9.376958,10.757295,8.302128,8.792236,6.7240014,8.176197,9.083446,9.665611,8.606461,blues,genres_original\blues\blues.00023.wav
0.047276046,0.03284804,1120.1666,419.9194,1448.1228,232.07516,2324.212,1067.345,0.08692267,0.05012136,-274.37683,130.40738,-6.357468,70.38822,13.269664,9.47218,7.7330894,-1.2365491,-0.5709879,-2.2971628,3.7794154,0.08548226,-0.9368571,2.2968419,4.2896338,-1.6617897,-10.43905,-6.7934256,-1.0635625,-1.5890816,76.942955,22.369991,36.64674,17.649294,15.178369,12.471086,11.023006,12.25795,9.704188,8.298589,8.760189,8.574177,11.253346,7.946613,8.342781,6.9197636,7.0074024,6.2780943,6.6510344,9.13816,blues,genres_original\blues\blues.00024.wav
0.051697392,0.03659598,1109.3208,372.41125,1463.1108,194.06754,2243.317,915.56195,0.0891659,0.05580618,-249.31532,131.0003,0.67786974,66.704155,17.911272,4.623277,6.603809,1.2421156,1.4099408,-1.5849276,-0.9725386,-3.5726154,-2.9297996,4.5961614,7.480731,-0.19306444,-2.8259156,-2.6829553,0.74113846,-0.5292367,63.068676,18.391453,39.736237,17.273815,13.546629,13.1605,9.819101,9.912779,8.702796,9.579125,10.062399,9.225783,9.288097,7.900619,9.572787,10.030955,9.345211,8.791097,8.71922,8.224823,blues,genres_original\blues\blues.00025.wav
0.051972687,0.038559947,1198.857,402.42584,1573.3099,289.9765,2478.833,996.4918,0.07705383,0.077019714,-284.64056,108.80131,9.085323,51.198055,18.071894,7.6021533,8.755716,2.3540905,0.0033667993,2.2484963,4.1991243,-3.2830627,1.6176822,2.679472,3.3437948,3.2793772,-4.5331826,0.48806825,5.9214964,3.2215705,78.75625,25.991209,38.012424,17.221447,14.520167,13.486546,11.045978,10.155268,9.667357,10.299798,9.182453,9.886891,8.281033,8.615842,9.583962,10.763309,11.73932,10.289065,11.856818,13.026605,blues,genres_original\blues\blues.00026.wav
0.07241441,0.0504548,1392.0264,447.70142,1494.8776,208.47932,2811.74,735.7006,0.09575479,0.04683636,-228.20984,130.32317,-23.311424,70.20094,1.1310546,7.584427,0.9005107,1.9828155,-6.1644154,-9.382748,-2.56378,-4.5257525,-0.2604644,0.17552172,-1.5229118,1.4664073,-6.979135,-8.328394,4.2368064,0.98863906,53.04508,26.256826,30.45111,19.941048,13.481138,12.413022,10.017085,9.395952,7.864984,9.277066,10.384273,7.6808496,8.233728,7.552666,8.913365,8.973159,8.065851,9.585118,10.93893,11.489173,blues,genres_original\blues\blues.00027.wav
0.048019987,0.028576177,1115.5895,324.8254,1398.7227,229.87215,2290.6882,798.74304,0.099547915,0.06405849,-248.98882,139.05774,-16.27087,57.137146,20.188507,10.186957,4.5429106,0.33107218,-7.8745785,-3.4545712,-2.6574361,-2.8329577,-0.90465844,-2.4093251,2.5699363,-5.8520565,-12.404833,-7.3133807,-0.93787175,-2.6867254,70.42846,19.949247,34.143238,18.143696,12.578689,11.5422325,11.239727,10.874915,8.35606,8.277096,8.91515,8.164123,9.767704,7.4187946,7.8893538,6.8144994,7.474642,6.1247687,6.975085,9.309306,blues,genres_original\blues\blues.00028.wav
0.052894868,0.056986324,1648.8849,843.9144,2190.0464,430.36115,3760.3,2039.5416,0.124684155,0.069376685,-233.72897,101.19028,17.647951,23.734175,2.082544,25.9364,-16.956388,15.084955,-22.273956,4.381612,-23.201656,-6.0505795,-5.0679283,1.0592706,-5.7868657,-8.313065,-11.38215,-6.7243814,-10.0169525,-14.028805,60.712414,29.751743,19.370012,14.8012495,15.082636,11.643324,18.417284,10.656017,9.916282,11.076238,12.937291,9.039295,8.991291,9.998265,9.4262295,9.177542,9.917769,9.828647,8.600672,8.82347,blues,genres_original\blues\blues.00029.wav
0.03936612,0.030750114,1379.0237,742.2739,2003.7311,519.21436,3015.6143,2138.623,0.17000204,0.05650515,-206.93233,117.80414,23.241365,28.308992,-1.1260132,18.867393,-21.97302,17.844067,-25.595348,2.139523,-17.782476,-8.011028,-17.610441,-8.119411,-8.629656,-15.530965,-15.322778,-9.662424,-10.0919695,-17.832165,45.00081,27.631823,16.767239,16.16462,13.957167,12.685312,14.575561,11.717653,14.146356,10.152356,8.550712,7.7710986,8.53409,9.273124,10.755866,9.260223,8.836134,9.858574,7.4370303,9.538585,blues,genres_original\blues\blues.00030.wav
0.042947225,0.033108555,1330.6063,593.5049,1973.2623,484.23257,2898.6306,1926.1094,0.15147567,0.056532748,-221.87302,110.8554,18.636082,30.92296,3.296436,22.585636,-20.40369,12.121833,-26.332514,-4.367301,-26.395552,-13.047178,-12.667626,-1.8228295,-7.255052,-6.657476,-14.686026,-11.712328,-11.020865,-13.38948,50.120155,24.21547,13.800015,13.434972,14.877094,10.030202,17.845789,10.700623,10.440435,10.110742,11.351647,10.366904,12.100626,9.749373,10.52845,10.438392,10.156492,10.763226,10.886092,9.926777,blues,genres_original\blues\blues.00031.wav
0.0393884,0.056196935,1309.7747,869.56067,1883.2582,533.1246,2765.2346,2164.9094,0.10122466,0.06275847,-288.7327,105.90115,18.776207,23.682646,5.6820407,25.54894,-13.463247,12.437668,-11.96367,1.5746146,-15.640525,-6.632071,-11.693039,-2.926763,-7.375716,-15.69388,-10.976883,-10.892728,-18.505384,-19.104548,72.931725,28.80309,20.827404,18.50763,19.532705,12.815783,15.106858,11.2085905,14.010676,11.502111,11.236612,9.041329,10.121297,10.258905,9.059667,7.382974,7.8236628,6.7069335,7.474824,8.680189,blues,genres_original\blues\blues.00032.wav
0.041973684,0.03793596,1430.6028,837.1507,2075.7185,524.56195,3246.1677,2359.5034,0.13316597,0.047453202,-238.96988,108.68232,34.158813,30.20716,-0.49822143,27.279755,-21.377928,14.166391,-24.509224,-1.8904003,-28.051817,-11.25711,-16.457558,-7.6354303,-12.788069,-15.356443,-13.739163,-7.400486,-10.083454,-13.290667,56.839176,28.656258,16.709719,17.398487,15.410606,11.862947,16.932917,11.802988,10.837011,13.385477,11.275615,9.361098,9.532931,8.887481,7.965637,9.052729,11.8777685,8.291656,8.392939,9.376269,blues,genres_original\blues\blues.00033.wav
0.045702446,0.02629016,1537.0762,583.9879,2157.297,401.2297,3602.4067,1927.3029,0.13590334,0.056790907,-217.18364,105.78522,15.602848,25.248842,-1.4500508,30.19327,-17.716621,17.319042,-27.213606,4.338282,-20.0573,-10.700285,-14.228785,-5.1557755,-3.4822617,-6.1949677,-15.323164,-6.8316145,-9.825101,-13.942625,59.99961,23.107355,18.931713,14.809596,14.696086,10.83843,14.952843,11.248332,10.593322,13.312605,10.7339945,8.415873,10.247084,9.110438,10.06375,8.157322,10.771949,9.678479,9.528577,9.633142,blues,genres_original\blues\blues.00034.wav
0.045419976,0.023957906,1507.158,643.3658,2096.931,496.9169,3405.5518,2044.9362,0.1732646,0.057788003,-171.79478,120.28173,15.331755,21.094313,-5.3954434,24.185543,-24.130846,18.545135,-22.342922,1.3107387,-20.765268,-4.991692,-17.108126,-7.874077,-15.293675,-9.3495865,-8.917147,-8.521505,-14.332618,-19.928352,44.05371,26.329117,16.405777,12.104946,13.25229,10.919039,12.065801,10.032903,11.808719,10.75833,8.249957,9.02162,9.305774,7.9433007,6.606221,7.03366,6.5523734,7.5612836,7.555449,6.9754233,blues,genres_original\blues\blues.00035.wav
0.03690734,0.018669153,1247.5801,513.5591,1907.8213,440.88193,2621.4968,1739.2119,0.19766894,0.068701774,-200.18538,116.348595,17.990738,25.287695,0.28717074,24.193773,-22.253931,11.182934,-26.854319,-7.637254,-24.876745,-12.010829,-17.024942,-8.125703,-11.95662,-12.614474,-14.187262,-8.2080765,-15.015217,-10.310198,53.619404,22.015093,14.107618,17.073444,13.394329,9.995521,17.517431,9.748541,9.854842,10.513735,11.096255,9.936312,8.816274,9.1882715,8.929828,9.783573,9.710441,9.464753,8.106169,9.718198,blues,genres_original\blues\blues.00036.wav
0.048163865,0.035665322,1188.4733,607.9549,1683.0974,447.57138,2339.8333,1730.1664,0.06915838,0.047234546,-328.56018,102.709816,19.872597,26.714405,7.1520658,22.708387,-6.9570885,12.789707,-10.729283,-0.4425992,-12.38671,-8.909131,-9.215009,-9.087684,-8.995918,-7.6505113,-7.2106442,-9.389375,-4.480266,-3.6713595,86.45155,25.12863,26.521942,13.066863,15.894049,15.762461,14.448739,12.444314,12.585362,9.143344,10.497478,10.5339575,11.265278,11.566435,13.729193,13.931677,12.589821,13.300369,11.938684,13.265892,blues,genres_original\blues\blues.00037.wav
0.044373173,0.0448824,1514.157,742.8902,2140.9924,471.6318,3451.799,2057.6707,0.16801718,0.06267055,-192.69032,111.157486,21.351843,26.396648,-0.6495013,23.487047,-25.476696,16.92198,-16.971931,5.785404,-25.736197,-5.0530734,-17.632252,-7.9180593,-15.158912,-12.352484,-17.237364,-7.785286,-13.0390215,-17.93637,56.718975,27.577747,17.276585,15.820855,13.798749,13.054748,10.968914,11.917705,13.805895,9.871563,9.272168,8.56224,9.005626,7.5971174,9.779753,8.137829,8.468993,8.195854,8.708572,7.6942787,blues,genres_original\blues\blues.00038.wav
0.0353209,0.030757306,1151.3105,717.39,1709.5321,574.66986,2312.1797,1979.9028,0.08582264,0.05127434,-301.70804,111.53328,21.896053,16.15057,8.19879,22.081917,-8.601798,1.4827529,-17.077759,-8.343712,-17.010778,-10.576027,-15.687029,-12.606835,-12.262773,-14.563126,-10.112008,-5.792038,-7.775544,-7.1875286,71.17029,24.356684,17.366556,15.556698,16.848637,11.759882,16.76069,10.996551,10.637947,10.65162,10.31875,9.443257,8.847081,9.086528,9.54212,12.04748,11.943161,8.875415,9.417598,11.7215605,blues,genres_original\blues\blues.00039.wav
0.09764303,0.037180785,2272.4697,449.81302,2356.7258,224.13312,5108.157,762.4539,0.13481365,0.027903514,-110.285034,90.71587,-2.5352983,74.0649,-11.7630825,39.210945,-13.171311,20.544197,-17.162983,12.8139715,-21.437147,5.957196,-8.026906,4.240609,-16.484732,6.549281,-5.6958103,-3.63849,-4.8583665,1.8528223,35.86398,15.162674,15.081648,10.687674,10.655944,8.128439,9.291759,7.1026683,6.8599596,9.671824,6.4119205,7.003153,6.8658004,6.796752,5.8219314,5.9524994,6.290389,6.0208273,6.9452057,6.7830377,blues,genres_original\blues\blues.00040.wav
0.102260746,0.039947446,2390.4219,553.7029,2463.3093,283.00256,5403.5933,976.4821,0.12910546,0.029545644,-107.203255,88.49289,-4.1719,55.477848,-8.0177145,38.413597,-6.4136605,28.57575,-19.81994,13.2446995,-19.248566,12.076122,-4.582267,3.78424,-16.988953,11.621647,-7.3614445,-3.6652527,-7.1768236,1.9731815,37.665695,19.480131,18.006502,11.379154,10.343279,8.396286,9.462428,9.256715,7.4026923,11.171432,8.292434,7.2369137,7.536029,6.886625,6.3712254,6.2709475,6.5965853,8.0468025,7.505271,6.8111653,blues,genres_original\blues\blues.00041.wav
0.09782392,0.042732004,2301.577,452.9134,2367.5022,217.47305,5187.5117,750.5761,0.110940404,0.022967767,-159.5804,69.80602,-4.402107,76.845116,3.914898,45.175888,-4.860274,32.20158,-9.805074,7.809358,-21.826738,9.69575,-2.584761,3.3108451,-14.973028,10.230252,-4.087701,-5.848176,-2.4740317,6.6542916,49.38464,15.516134,22.696037,10.556927,10.901324,6.4008737,7.627601,6.712236,8.270933,8.1809,8.504869,6.387624,8.9197,8.885666,8.191002,9.050035,8.205474,9.796528,12.81304,10.44574,blues,genres_original\blues\blues.00042.wav
0.08717463,0.034998618,2155.8452,433.71057,2371.9956,245.5962,5011.532,968.69434,0.12730543,0.036289945,-109.1407,100.61965,-8.666454,47.35473,-6.568465,39.617756,-8.521923,29.572609,-16.594837,13.170881,-24.213415,6.5830193,-8.652447,4.9302616,-15.440971,1.5342579,-6.7545257,1.4151897,-3.9717412,3.2871606,47.001118,15.183086,19.631218,9.114983,9.471929,9.611093,9.530641,6.3972325,7.659633,10.655595,6.4107437,7.939044,6.596293,6.2468557,6.2132425,6.203046,6.710354,8.709271,6.3629127,8.252887,blues,genres_original\blues\blues.00043.wav
0.09252533,0.03004123,2279.031,413.41583,2375.2322,230.19308,5198.6865,754.8669,0.13620916,0.021617997,-109.53125,86.9288,-8.606024,64.480484,-6.3028746,43.64593,-8.295384,28.543196,-14.0814905,8.137966,-21.484118,11.087111,-5.0953026,3.9801085,-12.861199,12.336351,0.017296162,-0.74249285,-5.1344833,3.2994602,28.736506,15.092815,16.693586,9.075318,7.4224944,6.2301226,7.185031,7.4083815,8.809817,9.242834,8.340806,9.746633,9.561285,8.295374,7.2651668,7.828933,8.558779,7.501595,9.795521,9.62389,blues,genres_original\blues\blues.00044.wav
